Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,×¢²áABÕËºÅ,81721,16,3400,3332.4572753637376,432,100070,485.6829456320897,22.705931721534387,0.004445551419397097,3400,3400,3500,3500,3600,3700,3900,4100,4700,50000,100000
,Aggregated,81721,16,3400,3332.4572753637376,432,100070,485.6829456320897,22.705931721534387,0.004445551419397097,3400,3400,3500,3500,3600,3700,3900,4100,4700,50000,100000
