Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1654081289,19,,Aggregated,7.300000,0.000000,450,450,450,460,700,710,720,730,1700,1700,1700,118,0,450,493.76271186440675,432,1711,484.76271186440675
1654081290,20,,Aggregated,8.200000,0.000000,450,450,450,460,700,700,720,730,1700,1700,1700,130,0,450,491.60769230769233,432,1711,484.75384615384615
1654081291,21,,Aggregated,8.900000,0.000000,450,450,460,460,700,700,730,730,1700,1700,1700,145,0,450,490.09655172413795,432,1711,484.7793103448276
1654081292,22,,Aggregated,9.400000,0.000000,450,450,460,460,700,710,720,730,1700,1700,1700,159,0,450,488.1383647798742,432,1711,484.7861635220126
1654081293,23,,Aggregated,10.200000,0.000000,450,450,460,460,700,700,720,730,1700,1700,1700,174,0,450,486.4597701149425,432,1711,484.7931034482759
1654081294,24,,Aggregated,10.900000,0.000000,450,450,460,460,700,700,730,730,1700,1700,1700,191,0,450,487.24607329842934,432,1711,484.80104712041884
1654081295,25,,Aggregated,11.500000,0.000000,450,450,460,460,700,700,730,730,1700,1700,1700,206,0,450,486.5,432,1711,484.80582524271847
1654081296,26,,Aggregated,12.200000,0.000000,450,460,460,480,690,700,730,730,1700,1700,1700,223,0,450,488.8744394618834,432,1711,484.7937219730942
1654081297,27,,Aggregated,12.900000,0.000000,450,460,480,510,690,710,730,740,1700,1700,1700,240,0,450,492.01666666666665,432,1711,484.7916666666667
1654081298,28,,Aggregated,13.100000,0.000000,450,460,490,510,690,710,730,770,1700,1700,1700,258,0,450,492.8759689922481,432,1711,484.7906976744186
1654081299,29,,Aggregated,14.100000,0.000000,450,470,510,550,700,710,740,780,1700,1700,1700,278,0,450,503.0431654676259,432,1711,484.7913669064748
1654081300,30,,Aggregated,14.600000,0.000000,450,480,510,550,690,710,740,780,1700,1700,1700,292,0,450,503.9931506849315,432,1711,484.8013698630137
1654081301,31,,Aggregated,14.900000,0.000000,460,500,550,580,700,720,750,780,1700,1700,1700,316,0,460,514.4556962025316,432,1711,484.7974683544304
1654081302,32,,Aggregated,15.800000,0.000000,460,500,550,580,700,720,750,780,1700,1700,1700,331,0,460,514.1601208459215,432,1711,484.79456193353474
1654081303,33,,Aggregated,16.200000,0.000000,460,510,560,590,700,720,740,780,1700,1700,1700,352,0,460,517.0397727272727,432,1711,484.8011363636364
1654081304,34,,Aggregated,16.900000,0.000000,470,510,560,580,700,720,750,780,1700,1700,1700,372,0,470,517.6290322580645,432,1711,484.7956989247312
1654081305,35,,Aggregated,17.200000,0.000000,480,520,560,590,690,720,750,830,1700,1700,1700,395,0,480,521.2962025316456,432,1711,484.8025316455696
1654081306,36,,Aggregated,17.800000,0.000000,480,530,580,600,690,720,750,830,1700,1700,1700,416,0,480,524.6394230769231,432,1711,484.8125
1654081307,37,,Aggregated,18.000000,0.000000,490,550,590,620,700,740,830,890,1700,1700,1700,436,0,490,534.7683486238532,432,1711,484.8119266055046
1654081308,38,,Aggregated,19.100000,0.000000,500,560,600,650,710,750,830,900,1700,1700,1700,459,0,500,541.4161220043572,432,1711,484.82135076252723
1654081309,39,,Aggregated,19.100000,0.000000,500,560,620,660,720,780,880,920,1700,1700,1700,477,0,500,547.4129979035639,432,1711,484.8280922431866
1654081310,40,,Aggregated,19.700000,0.000000,500,580,650,690,750,850,900,950,1700,1700,1700,503,0,500,561.3538767395627,432,1711,484.8290258449304
1654081311,41,,Aggregated,20.300000,0.000000,510,590,650,690,740,850,910,950,1700,1700,1700,521,0,510,564.3992322456813,432,1711,484.8119001919386
1654081312,42,,Aggregated,19.900000,0.000000,510,610,670,700,800,900,970,1000,1700,1700,1700,543,0,510,578.6537753222836,432,1711,484.7974217311234
1654081313,43,,Aggregated,20.800000,0.000000,530,620,690,710,850,910,970,1000,1700,1700,1700,566,0,520,587.1996466431095,432,1711,484.7809187279152
1654081314,44,,Aggregated,20.500000,0.000000,540,640,700,730,860,920,970,1000,1700,1700,1700,584,0,540,594.402397260274,432,1711,484.78767123287673
1654081315,45,,Aggregated,20.900000,0.000000,550,660,710,750,900,960,1000,1000,1700,1700,1700,609,0,550,610.1642036124795,432,1711,484.7898193760263
1654081316,46,,Aggregated,21.000000,0.000000,560,660,720,760,890,960,1000,1000,1700,1700,1700,631,0,560,613.13470681458,432,1711,484.7876386687797
1654081317,47,,Aggregated,21.100000,0.000000,570,680,740,780,910,990,1000,1100,1700,1700,1700,651,0,570,624.1075268817204,432,1711,484.78955453149
1654081318,48,,Aggregated,21.400000,0.000000,580,700,770,830,950,1000,1100,1200,1700,1700,1700,679,0,580,642.0854197349042,432,1711,484.7893961708395
1654081319,49,,Aggregated,21.500000,0.000000,580,700,770,820,940,1000,1100,1200,1900,1900,1900,702,0,580,644.8233618233618,432,1925,484.78205128205127
1654081320,50,,Aggregated,21.200000,0.000000,590,700,780,850,970,1100,1200,1300,1900,1900,1900,716,0,590,655.3729050279329,432,1925,484.7946927374302
1654081321,51,,Aggregated,21.800000,0.000000,610,720,820,890,1100,1200,1400,1500,1900,1900,1900,748,0,610,685.5508021390374,432,1925,484.8355614973262
1654081322,52,,Aggregated,22.400000,0.000000,620,720,820,890,1100,1200,1400,1500,1900,1900,1900,772,0,620,687.4067357512953,432,1925,484.83290155440415
1654081323,53,,Aggregated,21.400000,0.000000,620,730,830,890,1100,1300,1400,1500,1900,1900,1900,779,0,620,690.1103979460847,432,1925,484.8356867779204
1654081324,54,,Aggregated,22.800000,0.000000,630,740,860,920,1100,1400,1700,1700,1900,1900,1900,803,0,630,717.9514321295143,432,1925,484.8605230386052
1654081325,55,,Aggregated,23.000000,0.000000,650,750,880,940,1200,1400,1700,1700,1900,1900,1900,837,0,650,734.9868578255675,432,1925,484.8793309438471
1654081326,56,,Aggregated,21.300000,0.000000,650,770,900,960,1200,1400,1700,1700,1900,1900,1900,851,0,650,740.3231492361928,432,1925,484.8848413631022
1654081328,57,,Aggregated,21.800000,0.000000,650,780,900,990,1300,1500,1700,1800,1900,1900,1900,865,0,650,756.2161849710983,432,1925,484.9005780346821
1654081329,58,,Aggregated,22.600000,0.000000,670,820,950,1100,1400,1700,1800,1900,2100,2100,2100,907,0,670,789.5843439911797,432,2087,484.92723263506065
1654081330,59,,Aggregated,21.900000,0.000000,670,830,950,1100,1400,1700,1800,1900,2100,2100,2100,914,0,670,789.0951859956236,432,2087,484.92560175054706
1654081331,60,,Aggregated,21.300000,0.000000,680,840,960,1100,1400,1700,1800,1900,2100,2100,2100,925,0,680,799.9491891891892,432,2087,484.93405405405406
